PROGRAM_NAME,PROGRAM_URL,CATALOG_NAME,LAST_UPDATED,ID,TITLE,DESCRIPTION,LINK,IMPRESSION_URL,IMAGE_LINK,MOBILE_LINK,ADDITIONAL_IMAGE_LINK,AVAILABILITY,AVAILABILITY_DATE,EXPIRATION_DATE,PRICE,SALE_PRICE,SALE_PRICE_EFFECTIVE_DATE,UNIT_PRICING_MEASURE,UNIT_PRICING_BASE_MEASURE,INSTALLMENT,LOYALTY_POINTS,GOOGLE_PRODUCT_CATEGORY,GOOGLE_PRODUCT_CATEGORY_NAME,PRODUCT_TYPE,BRAND,GTIN,MPN,IDENTIFIER_EXISTS,CONDITION,ADULT,MULTIPACK,IS_BUNDLE,ENERGY_EFFICIENCY_CLASS,AGE_GROUP,COLOR,GENDER,MATERIAL,PATTERN,SIZE,SIZE_TYPE,SIZE_SYSTEM,ITEM_GROUP_ID,CUSTOM_LABEL_0,CUSTOM_LABEL_1,CUSTOM_LABEL_2,CUSTOM_LABEL_3,CUSTOM_LABEL_4,PROMOTION_ID,SHIPPING_LABEL,SHIPPING_WEIGHT,SHIPPING_LENGTH,SHIPPING_WIDTH,SHIPPING_HEIGHT,MINHANDLINGTIME,MAXHANDLINGTIME,PRODUCT_LENGTH,PRODUCT_WIDTH,PRODUCT_HEIGHT,PRODUCT_WEIGHT,PRODUCT_HIGHLIGHT,ADS_REDIRECT,SHOPPING_ADS_EXCLUDED_COUNTRY,SHIPS_FROM_COUNTRY,TRANSIT_TIME_LABEL,COST_OF_GOODS_SOLD,SHIPPING(COUNTRY:REGION:SERVICE:PRICE),SHIPPING(MIN_HANDLING_TIME),SHIPPING(MAX_HANDLING_TIME),SHIPPING(PRICE),SHIPPING(COUNTRY),SHIPPING(MIN_TRANSIT_TIME),SHIPPING(MAX_TRANSIT_TIME),SHIPPING(COUNTRY:POSTAL_CODE:SERVICE:PRICE),SHIPPING(COUNTRY:LOCATION_ID:SERVICE:PRICE),SHIPPING(COUNTRY:LOCATION_GROUP_NAME:SERVICE:PRICE),TAX(RATE:COUNTRY:TAX_SHIP:REGION),TAX(RATE:COUNTRY:TAX_SHIP:POSTAL_CODE),TAX(RATE:COUNTRY:TAX_SHIP:LOCATION_ID),TAX(RATE:COUNTRY:TAX_SHIP:LOCATION_GROUP_NAME),SUBSCRIPTION_COST(PERIOD),SUBSCRIPTION_COST(PERIOD_LENGTH),SUBSCRIPTION_COST(AMOUNT),PRODUCT_DETAIL(SECTION_NAME),PRODUCT_DETAIL(ATTRIBUTE_NAME),PRODUCT_DETAIL(ATTRIBUTE_VALUE),CERTIFICATION(CERTIFICATION_AUTHORITY:CERTIFICATION_NAME:CERTIFICATION_CODE:CERTIFICATION_VALUE)
PadelNuestro EU,https://www.padelnuestro.com,Padel Nuestro - Product Feed INTERNATIONAL €,2025-12-01T05:28:30.173-08:00,106058-2-14-P,K-swiss Ultrashot Team 7395140,"K-SWISS ULTRASHOT TEAM, IDEAL FOR ALL SURFACES Your new K-SWISS ULTRASHOT TEAM padel shoes are ideal for all surfaces thanks to the SURGELITE sole which provides excellent stability and cushioning. As if that were not enough, the design allows for breathability, for an extra touch of comfort.",https://www.dpbolvw.net/click-101594765-15748654?url=https%3A%2F%2Fwww.padelnuestro.com%2Fint%2Fk-swiss-ultrashot-team-7395140-c-106058-p,https://www.awltovhc.com/image-101594765-15748654,https://www.padelnuestro.com/media/catalog/product/i/m/imagen_1_106058_140fee4a_ee14.jpg,,,in_stock,,,149.95 EUR,82.95 EUR,,,,,,187,Apparel & Accessories > Shoes,Padel Shoes,Kswiss,196483102383,,yes,new,,,,,adult,White,male,,,41,,,19386,,Prod. Validos para descuentos,PREBLACK,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
PadelNuestro EU,https://www.padelnuestro.com,Padel Nuestro - Product Feed INTERNATIONAL €,2025-12-01T05:28:30.174-08:00,106058-2-15-P,K-swiss Ultrashot Team 7395140,"K-SWISS ULTRASHOT TEAM, IDEAL FOR ALL SURFACES Your new K-SWISS ULTRASHOT TEAM padel shoes are ideal for all surfaces thanks to the SURGELITE sole which provides excellent stability and cushioning. As if that were not enough, the design allows for breathability, for an extra touch of comfort.",https://www.jdoqocy.com/click-101594765-15748654?url=https%3A%2F%2Fwww.padelnuestro.com%2Fint%2Fk-swiss-ultrashot-team-7395140-c-106058-p,https://www.awltovhc.com/image-101594765-15748654,https://www.padelnuestro.com/media/catalog/product/i/m/imagen_1_106058_140fee4a_ee14.jpg,,,in_stock,,,149.95 EUR,82.95 EUR,,,,,,187,Apparel & Accessories > Shoes,Padel Shoes,Kswiss,196483102406,,yes,new,,,,,adult,White,male,,,42,,,19386,,Prod. Validos para descuentos,PREBLACK,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
PadelNuestro EU,https://www.padelnuestro.com,Padel Nuestro - Product Feed INTERNATIONAL €,2025-12-01T05:28:30.175-08:00,106058-2-16-P,K-swiss Ultrashot Team 7395140,"K-SWISS ULTRASHOT TEAM, IDEAL FOR ALL SURFACES Your new K-SWISS ULTRASHOT TEAM padel shoes are ideal for all surfaces thanks to the SURGELITE sole which provides excellent stability and cushioning. As if that were not enough, the design allows for breathability, for an extra touch of comfort.",https://www.jdoqocy.com/click-101594765-15748654?url=https%3A%2F%2Fwww.padelnuestro.com%2Fint%2Fk-swiss-ultrashot-team-7395140-c-106058-p,https://www.awltovhc.com/image-101594765-15748654,https://www.padelnuestro.com/media/catalog/product/i/m/imagen_1_106058_140fee4a_ee14.jpg,,,in_stock,,,149.95 EUR,82.95 EUR,,,,,,187,Apparel & Accessories > Shoes,Padel Shoes,Kswiss,196483102284,,yes,new,,,,,adult,White,male,,,43,,,19386,,Prod. Validos para descuentos,PREBLACK,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
PadelNuestro EU,https://www.padelnuestro.com,Padel Nuestro - Product Feed INTERNATIONAL €,2025-12-01T05:28:30.176-08:00,106058-2-17-P,K-swiss Ultrashot Team 7395140,"K-SWISS ULTRASHOT TEAM, IDEAL FOR ALL SURFACES Your new K-SWISS ULTRASHOT TEAM padel shoes are ideal for all surfaces thanks to the SURGELITE sole which provides excellent stability and cushioning. As if that were not enough, the design allows for breathability, for an extra touch of comfort.",https://www.anrdoezrs.net/click-101594765-15748654?url=https%3A%2F%2Fwww.padelnuestro.com%2Fint%2Fk-swiss-ultrashot-team-7395140-c-106058-p,https://www.awltovhc.com/image-101594765-15748654,https://www.padelnuestro.com/media/catalog/product/i/m/imagen_1_106058_140fee4a_ee14.jpg,,,in_stock,,,149.95 EUR,82.95 EUR,,,,,,187,Apparel & Accessories > Shoes,Padel Shoes,Kswiss,196483102291,,yes,new,,,,,adult,White,male,,,44,,,19386,,Prod. Validos para descuentos,PREBLACK,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
PadelNuestro EU,https://www.padelnuestro.com,Padel Nuestro - Product Feed INTERNATIONAL €,2025-12-01T05:28:30.178-08:00,106058-2-18-P,K-swiss Ultrashot Team 7395140,"K-SWISS ULTRASHOT TEAM, IDEAL FOR ALL SURFACES Your new K-SWISS ULTRASHOT TEAM padel shoes are ideal for all surfaces thanks to the SURGELITE sole which provides excellent stability and cushioning. As if that were not enough, the design allows for breathability, for an extra touch of comfort.",https://www.dpbolvw.net/click-101594765-15748654?url=https%3A%2F%2Fwww.padelnuestro.com%2Fint%2Fk-swiss-ultrashot-team-7395140-c-106058-p,https://www.awltovhc.com/image-101594765-15748654,https://www.padelnuestro.com/media/catalog/product/i/m/imagen_1_106058_140fee4a_ee14.jpg,,,in_stock,,,149.95 EUR,82.95 EUR,,,,,,187,Apparel & Accessories > Shoes,Padel Shoes,Kswiss,196483102314,,yes,new,,,,,adult,White,male,,,45,,,19386,,Prod. Validos para descuentos,PREBLACK,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
PadelNuestro EU,https://www.padelnuestro.com,Padel Nuestro - Product Feed INTERNATIONAL €,2025-12-01T05:28:30.179-08:00,106058-2-19-P,K-swiss Ultrashot Team 7395140,"K-SWISS ULTRASHOT TEAM, IDEAL FOR ALL SURFACES Your new K-SWISS ULTRASHOT TEAM padel shoes are ideal for all surfaces thanks to the SURGELITE sole which provides excellent stability and cushioning. As if that were not enough, the design allows for breathability, for an extra touch of comfort.",https://www.kqzyfj.com/click-101594765-15748654?url=https%3A%2F%2Fwww.padelnuestro.com%2Fint%2Fk-swiss-ultrashot-team-7395140-c-106058-p,https://www.awltovhc.com/image-101594765-15748654,https://www.padelnuestro.com/media/catalog/product/i/m/imagen_1_106058_140fee4a_ee14.jpg,,,in_stock,,,149.95 EUR,82.95 EUR,,,,,,187,Apparel & Accessories > Shoes,Padel Shoes,Kswiss,196483102321,,yes,new,,,,,adult,White,male,,,46,,,19386,,Prod. Validos para descuentos,PREBLACK,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
PadelNuestro EU,https://www.padelnuestro.com,Padel Nuestro - Product Feed INTERNATIONAL €,2025-12-01T05:28:30.180-08:00,106058-2-37-P,K-swiss Ultrashot Team 7395140,"K-SWISS ULTRASHOT TEAM, IDEAL FOR ALL SURFACES Your new K-SWISS ULTRASHOT TEAM padel shoes are ideal for all surfaces thanks to the SURGELITE sole which provides excellent stability and cushioning. As if that were not enough, the design allows for breathability, for an extra touch of comfort.",https://www.dpbolvw.net/click-101594765-15748654?url=https%3A%2F%2Fwww.padelnuestro.com%2Fint%2Fk-swiss-ultrashot-team-7395140-c-106058-p,https://www.awltovhc.com/image-101594765-15748654,https://www.padelnuestro.com/media/catalog/product/i/m/imagen_1_106058_140fee4a_ee14.jpg,,,in_stock,,,149.95 EUR,82.95 EUR,,,,,,187,Apparel & Accessories > Shoes,Padel Shoes,Kswiss,196483102390,,yes,new,,,,,adult,White,male,,,41.5,,,19386,,Prod. Validos para descuentos,PREBLACK,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
PadelNuestro EU,https://www.padelnuestro.com,Padel Nuestro - Product Feed INTERNATIONAL €,2025-12-01T05:28:30.181-08:00,106058-2-39-P,K-swiss Ultrashot Team 7395140,"K-SWISS ULTRASHOT TEAM, IDEAL FOR ALL SURFACES Your new K-SWISS ULTRASHOT TEAM padel shoes are ideal for all surfaces thanks to the SURGELITE sole which provides excellent stability and cushioning. As if that were not enough, the design allows for breathability, for an extra touch of comfort.",https://www.anrdoezrs.net/click-101594765-15748654?url=https%3A%2F%2Fwww.padelnuestro.com%2Fint%2Fk-swiss-ultrashot-team-7395140-c-106058-p,https://www.awltovhc.com/image-101594765-15748654,https://www.padelnuestro.com/media/catalog/product/i/m/imagen_1_106058_140fee4a_ee14.jpg,,,in_stock,,,149.95 EUR,82.95 EUR,,,,,,187,Apparel & Accessories > Shoes,Padel Shoes,Kswiss,196483102413,,yes,new,,,,,adult,White,male,,,42.5,,,19386,,Prod. Validos para descuentos,PREBLACK,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
PadelNuestro EU,https://www.padelnuestro.com,Padel Nuestro - Product Feed INTERNATIONAL €,2025-12-01T05:28:30.182-08:00,106058-2-41-P,K-swiss Ultrashot Team 7395140,"K-SWISS ULTRASHOT TEAM, IDEAL FOR ALL SURFACES Your new K-SWISS ULTRASHOT TEAM padel shoes are ideal for all surfaces thanks to the SURGELITE sole which provides excellent stability and cushioning. As if that were not enough, the design allows for breathability, for an extra touch of comfort.",https://www.jdoqocy.com/click-101594765-15748654?url=https%3A%2F%2Fwww.padelnuestro.com%2Fint%2Fk-swiss-ultrashot-team-7395140-c-106058-p,https://www.awltovhc.com/image-101594765-15748654,https://www.padelnuestro.com/media/catalog/product/i/m/imagen_1_106058_140fee4a_ee14.jpg,,,in_stock,,,149.95 EUR,82.95 EUR,,,,,,187,Apparel & Accessories > Shoes,Padel Shoes,Kswiss,196483102307,,yes,new,,,,,adult,White,male,,,44.5,,,19386,,Prod. Validos para descuentos,PREBLACK,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
PadelNuestro EU,https://www.padelnuestro.com,Padel Nuestro - Product Feed INTERNATIONAL €,2025-12-01T05:28:30.183-08:00,106411-2-13-P,Nox Lux Nerbo White Coral Caluxnerwhcor,"NOX LUX NERBO WHITE CORAL, ENJOY SUDDEN MOVEMENTS The Nox Lux Nerbo padel shoes are ideal for use on the padel court and play carefree due to their materials that cushion sudden movements. The Nox Lux Nerbo padel shoes are ideal for playing padel due to their high-quality materials, Greater STABILITY thanks to the LATERAL SUPPORT technology, which provides a greater contact surface of the sole with the ground. The Nox Lux Nerbo padel shoes are amazing for use on the padel court and play carefree due to their materials that cushion sudden movements. The Nox Lux Nerbo padel shoes are intended for playing padel due to their top-quality materials, Higher STABILITY thanks to the LATERAL SUPPORT technology, which provides a greater contact surface of the sole with the ground.",https://www.jdoqocy.com/click-101594765-15748654?url=https%3A%2F%2Fwww.padelnuestro.com%2Fint%2Fnox-lux-nerbo-white-coral-caluxnerwhcor-c-106411-p,https://www.awltovhc.com/image-101594765-15748654,https://www.padelnuestro.com/media/catalog/product/i/m/imagen_1_106411_b59b6ef8_91d4.jpg,,,in_stock,,,139.95 EUR,89.95 EUR,,,,,,,,Padel Shoes,Nox,8436603192880,,yes,new,,,,,adult,White,male,,,40,,,19394,,Prod. Validos para descuentos,PREBLACK,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
